MD5,SHA1,FileNames
"170ccda90b15d2e6a35b08096eb7fd21","553259fbdc49e46c3e9baccab5000005c4e04b39","30112119504824.bin\NONAME [FAT12]\[root]\FY92BUD5.SHR"
"6b9c28c3a7aab96f0979522e925b3317","b162da3e2e3b0613f450a08f240a738c0e20e42b","30112119504824.bin\NONAME [FAT12]\[root]\92SOW"
"d37ed926d8ea431fc4e3f12a678360cb","27862bcd3116a276b006e92c567d9108e1b2719b","30112119504824.bin\NONAME [FAT12]\[root]\SKALAK.14J"
"e5ddde2552595389bcddc610016866e6","11a0f31c7f107b33b522d738a23ae7893e0a0a2d","30112119504824.bin\NONAME [FAT12]\[root]\SKALAK.BAK"
"dc09fe50f7017a7c2cf3e970519d1d22","afb26984fc0264062b98428c9ec3df22954e6207","30112119504824.bin\NONAME [FAT12]\[root]\FY93EXPE.FMT"
"72e26957413d7c07bd25d4116a8f98b5","deb59b76776c3ed8cf2b02db285e79881a5bd1c2","30112119504824.bin\NONAME [FAT12]\[root]\!3SOW.$GP"
"eaed6ab9c8be049a9250c72aac9278a1","7e8f92124894407f1f72cdc0dbcd8fcfc29047e6","30112119504824.bin\NONAME [FAT12]\[root]\FY93EXPE.WK3"
"04ce89aab74c6ae99e11ce37312afeaa","3d5826f6b0f8fbeba973aa2c7304100b9f8d1e01","30112119504824.bin\NONAME [FAT12]\[root]\FY93EXPE.FM3"
"f1b7e75cfff49ffb5bb2074b81f35060","4be3738b6c29c3aae56d6d3132f407e09ad9e1e6","30112119504824.bin\NONAME [FAT12]\[root]\FY92BUD5.LNG"
"5ec203fbb145ae7b01e452fe1e76ca07","a02645cc500edc9bec53ce83581408aab69d7808","30112119504824.bin\NONAME [FAT12]\[root]\94ANTIC.LET"
"d41d8cd98f00b204e9800998ecf8427e","da39a3ee5e6b4b0d3255bfef95601890afd80709","30112119504824.bin\NONAME [FAT12]\[root]\!3SOW.$A$"
"ae8081ae7771670719e68331c23eed17","59c94056c9919a11f07f32f1e80bbf197b55aa82","30112119504824.bin\NONAME [FAT12]\[root]\AGEGRWTH.PRT"
"7d629ed55076cf18e2cb49bf322a9bb5","615a3cd52003efc2d15e74a682d108ff0a235b62","30112119504824.bin\NONAME [FAT12]\[root]\93SOW"
"d41d8cd98f00b204e9800998ecf8427e","da39a3ee5e6b4b0d3255bfef95601890afd80709","30112119504824.bin\NONAME [FAT12]\[root]\!3SOW.BAK"
"435d43b032a8504e750b788eaabb15f7","aaebcb5fd5525da8852ef9a990b624ecbb417364","30112119504824.bin\NONAME [FAT12]\[root]\93SOW.BAK"
"065a7477851f64ae5c76d25b24503d3b","fc3aff1e461012cc637a464edf4fc46aded5f4a5","30112119504824.bin\NONAME [FAT12]\[root]\AGEGRWTH.BAK"
"4cd2a126960b217f5852e4617c8c0e15","87eac74739ed872783e581bc42e6b017c64ad8b6","30112119504824.bin\NONAME [FAT12]\VBR"
"7bbc2f265bd2bedf89e9bcbcf11839f7","870a1527b2a9926f26fe8661532df56e482cd3dd","30112119504824.bin\NONAME [FAT12]\[unallocated space]\0750"
"3168529e1dd23812fa54c527c3db23a5","6dfd14734af7656ccb64446fdee4a343ffe113d5","30112119504824.bin\NONAME [FAT12]\[unallocated space]\0771"
"efc72bc67b95515c96187a051cb1e078","9c3f8c5d8670ffe3e5ffda633df5f9c48070fabe","30112119504824.bin\NONAME [FAT12]\[unallocated space]\0792"
"e40d19d4f370a4d9e757a20c005628e9","935c57bf4a6a71e0441c1b75fa10c53815f0ef31","30112119504824.bin\NONAME [FAT12]\[unallocated space]\0799"
"9c2deca07c013a367d7f0b369fee63bb","ba66617bf76f9c6f3490dddf88f955661af90710","30112119504824.bin\NONAME [FAT12]\[unallocated space]\0926"
"04da56dbeb9e5f27d648c10610f55785","40c74e29457cdaaf272912fbdf6ec61b6aeb8831","30112119504824.bin\NONAME [FAT12]\FAT1"
"04da56dbeb9e5f27d648c10610f55785","40c74e29457cdaaf272912fbdf6ec61b6aeb8831","30112119504824.bin\NONAME [FAT12]\FAT2"
